route_number,n_days,mean_kg,std_kg,p10,p50,p90,cv,dow_0,dow_1,dow_2,dow_3,dow_4,dow_5,dow_6
RFBU20,178,25808.573033707864,7545.223540753889,17042.0,24580.0,35408.00000000001,0.2923533792782453,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
RFBU21,179,23737.854748603353,9042.27000938391,17276.0,20900.0,37412.000000000015,0.380921953780003,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
RFBU22,177,20474.802259887005,5561.687539276217,15776.0,19600.0,25704.0,0.27163571441040674,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
RFBU23,157,19496.292993630574,4679.077828361144,14568.0,19000.0,24044.0,0.23999833352370095,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
RFBU24,65,23103.323076923076,6668.4802173820235,16032.0,21260.0,34040.0,0.28863727504390413,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
RFBU25,63,18138.31746031746,3721.6089515041776,14388.0,17700.0,21576.0,0.20517939217053716,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
RFBU50,113,22386.230088495577,10241.551008208153,14304.0,19140.0,40611.99999999999,0.4574933326300148,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
RFBU51,112,20861.41964285714,5376.369366129165,15888.0,20100.0,25630.000000000004,0.25771828850439765,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
RFBU52,106,23102.51886792453,6389.51646912068,16783.0,21620.0,33093.0,0.27657228658264904,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
RFBU53,99,21833.737373737375,5018.967815230902,17248.0,21160.0,25724.0,0.2298721345466007,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
RHAS33,175,19929.068571428572,7310.145378516154,13168.0,17290.0,31964.0,0.3668081803379606,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
RHAS34,180,28525.527777777777,7044.569742288928,17896.0,29690.0,36077.0,0.2469566837524687,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
RHAS35,175,20560.714285714286,8152.077291051498,13504.0,17930.0,31246.0,0.3964880391687371,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
RHAS40,174,19673.988505747126,6091.797953971048,13172.0,18105.0,27855.00000000001,0.3096371613814618,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
RHAS41,175,21559.914285714287,5950.670590876007,14686.2,20480.0,29652.0,0.27600622674177105,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
RHAS43,157,20097.07643312102,5585.056999389371,14952.0,18200.0,29360.0,0.27790395374050075,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
RHAU10,180,22454.727777777778,5091.586804528713,16640.0,22430.0,26610.0,0.22674898822721778,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
RHAU11,177,24557.694915254237,12478.303185275918,15152.0,20360.0,43792.00000000002,0.508121923834346,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
RHAU12,176,22904.346590909092,8222.44340322196,15640.0,20450.0,31970.0,0.35899052481529903,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
RHAU13,177,21558.05649717514,5533.914015083303,14980.0,21620.0,26956.000000000004,0.2566981868615308,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
RHAU14,66,27260.424242424244,8309.426645148002,21230.0,24930.0,39690.0,0.30481648309113224,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
RHAU15,64,24976.75,8498.439813862382,17364.0,23206.5,37477.8,0.3402540288012805,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
RHAU20,176,26141.840909090908,7906.778320817238,18690.0,24510.0,37910.0,0.302456829582634,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
RHAU21,177,22368.581920903955,4115.834418508642,18796.0,22400.0,26176.0,0.1840006860096169,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
RHAU22,176,24263.43181818182,5474.849595941593,18950.0,24070.0,28860.0,0.22564201292576472,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
RHAU23,177,29106.553672316386,10481.953629751024,19068.0,24860.0,44188.00000000001,0.3601234879181366,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
RHAU24,157,24433.732484076434,5856.500705858411,19392.0,23380.0,29972.0,0.23968915554245004,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
RHAU25,111,22228.64864864865,4378.627947508523,15880.0,23360.0,27000.0,0.19698129277753976,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
RHAU26,64,25503.6875,3289.038422102042,21972.0,24770.0,28812.0,0.12896324980856366,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
RHAU50,110,25694.336363636365,15410.254572418295,16559.4,20640.0,40696.00000000002,0.5997529710176711,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
RHAU51,111,30594.855855855854,8331.263593833928,20900.0,29540.0,42500.0,0.27230929385925917,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
RHAU52,108,25022.787037037036,6636.843718440865,18990.2,23533.0,34285.799999999996,0.26523199468618175,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
RHAU53,110,25130.463636363635,8919.841440024555,17301.4,23200.0,38624.00000000001,0.3549413798763981,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
RHBS33,179,20909.368715083798,5110.724530126425,14660.0,21170.0,27498.0,0.24442270829724294,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
RHBS34,179,21060.54748603352,6205.961702559186,14548.0,19900.0,28902.000000000004,0.2946723824095609,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
RHBS35,177,20300.677966101695,8653.47013573301,11612.0,16700.0,33194.0,0.4262650809092521,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
RHBS40,177,18784.666666666668,5505.7020810522445,13512.0,17297.0,26096.0,0.2930955432295264,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
RHBS41,46,16236.673913043478,5641.947181817237,11870.0,15300.0,22700.0,0.34748170789368793,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
RHBS42,166,21460.060240963856,6036.7121983780235,14550.0,20480.0,29907.0,0.2812998719758902,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
RHBS43,159,26692.930817610064,6933.753867690654,17640.0,27320.0,34556.0,0.25975993101200656,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
RHBU10,178,24326.8202247191,6901.043140770466,17280.8,23220.0,34766.0,0.2836804431085548,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
RHBU11,178,18249.612359550563,3792.0661856342317,14108.0,17790.0,22970.0,0.2077888620823078,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
RHBU12,178,21943.078651685395,5181.866169579132,16938.0,21940.0,26666.0,0.23615037123248542,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
RHBU13,179,21835.86592178771,6442.23063939312,15692.0,20680.0,27092.000000000004,0.2950297763536411,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
RHBU14,156,20246.72435897436,4388.361658536416,14266.5,20244.0,25350.0,0.216744278270933,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
RHBU15,24,19657.083333333332,3213.500149392393,15532.0,19674.0,22726.0,0.16347797355791474,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
RHBU16,65,21328.984615384616,4800.076885752415,15612.0,21096.0,26804.4,0.22504947949046367,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
RHBU20,179,20476.162011173183,5534.331446840944,14496.0,19340.0,27140.0,0.2702816789504321,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
RHBU21,178,24898.106741573032,14435.828808742563,15320.0,20250.0,49328.00000000005,0.5797962454967981,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
RHBU22,178,23152.123595505618,5524.634667616181,17168.0,21980.0,30624.000000000004,0.23862323664722682,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
RHBU23,136,20975.022058823528,6281.931867833524,14750.0,19690.0,28950.0,0.2994958408251549,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
RHBU24,157,26542.87261146497,5952.102019052311,20472.0,25800.0,33800.0,0.22424483235779655,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
RHBU25,84,20154.97619047619,5146.102003531565,13874.0,20320.0,26094.000000000004,0.2553266228100655,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
RHBU26,63,21159.365079365078,4051.91148560133,15716.0,21560.0,25756.0,0.19149494658291108,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
RHBU50,114,21851.622807017542,6541.637736255011,15608.0,20880.0,30332.0,0.29936622071630287,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
RHBU51,110,21098.69090909091,4251.367170807235,15882.0,21080.0,25204.0,0.20149909722481527,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
RHBU52,110,24533.19090909091,12317.900965366507,16010.0,19863.0,47704.0,0.5020912693750751,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
RHBU53,112,24434.553571428572,5407.673121750135,19306.0,22960.0,31022.000000000004,0.22131254029021222,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
RMAS33,175,19919.714285714286,5273.792548909437,14896.0,18800.0,28132.0,0.26475241930009075,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
RMAS34,178,26742.505617977527,9719.6181130063,15562.0,25840.0,39843.0,0.36345203594057884,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
RMAS35,178,33335.988764044945,11355.570725786862,18768.0,32950.0,47164.0,0.34063998539724105,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
RMAS40,176,17927.784090909092,4883.236535504737,12960.0,17100.0,25000.0,0.2723837207511302,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
RMAS41,177,23112.429378531073,6153.811390737318,15224.0,23780.0,30908.000000000004,0.2662554978514521,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
RMAS42,176,19697.727272727272,6087.9850248122075,14010.0,17640.0,28930.0,0.3090704293201075,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
RMAU10,177,25380.87570621469,5835.09108816568,19460.0,24720.0,32184.000000000004,0.22990109386717952,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
RMAU11,178,30142.921348314605,8393.281171189115,19834.0,29320.0,41070.00000000001,0.27844949313973555,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
RMAU12,176,22241.136363636364,7582.352658915034,15800.0,20790.0,33180.0,0.3409157038986537,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
RMAU13,95,21481.157894736843,4850.115125450444,16376.0,21300.0,26904.000000000004,0.22578462246854877,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
RMAU14,68,25386.029411764706,5583.286931042136,19654.0,24680.0,31630.00000000001,0.21993541567609862,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
RMAU15,64,22824.6875,4287.564509672498,18270.0,23350.0,26958.000000000004,0.18784767632295069,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
RMAU16,65,22556.615384615383,4273.7828226741485,18608.0,22680.0,25792.0,0.18946915349671914,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
RMAU20,177,31977.401129943504,15063.396032292338,18160.0,26660.0,48808.000000000015,0.4710637981829936,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
RMAU21,177,23078.418079096045,5360.512800405168,18180.0,22540.0,29448.000000000004,0.23227384052205075,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
RMAU22,177,26061.129943502823,7935.176493859515,19472.0,24120.0,37228.0,0.30448320970970777,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
RMAU23,157,30076.624203821655,9019.451935147505,19736.0,28780.0,43268.0,0.2998824560238199,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
RMAU24,66,25120.60606060606,5222.7560890301165,20590.0,24170.0,30080.0,0.20790724859223847,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
RMAU25,60,21066.333333333332,4420.562877981953,15070.0,21020.0,26666.0,0.20984016572961373,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
RMAU50,112,20227.678571428572,3340.8789322417897,17520.0,20160.0,23514.0,0.1651637344564469,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
RMAU51,108,21398.703703703704,4209.078104624251,16820.0,21610.0,24826.0,0.19669780762914812,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
RMAU52,111,33792.07207207207,10189.16511140563,21720.0,32720.0,45020.0,0.3015253130874625,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
RMAU53,113,24189.026548672566,6308.410480773404,17820.0,23160.0,34660.0,0.2607963767404933,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
RMBS32,131,18840.30534351145,6119.633465510985,13520.0,17020.0,27520.0,0.32481604485346466,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
RMBS33,164,17772.19512195122,4683.930242204841,12420.0,17680.0,23362.0,0.26355383845744035,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
RMBS34,179,20916.36312849162,6814.288372993781,15072.0,19400.0,30148.000000000022,0.32578743881681654,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
RMBS35,178,25856.516853932586,8301.459622677568,15616.0,24970.0,35740.0,0.321058697487128,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
RMBS40,179,18800.027932960893,3361.543857509068,15524.0,18480.0,23068.0,0.17880525866748778,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
RMBS41,177,23327.457627118645,6971.008044659375,15676.0,22240.0,33180.0,0.2988327384873453,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
RMBS42,178,19059.213483146068,4205.106587447526,15040.0,18600.0,23462.0,0.22063379431507354,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
RMBS43,178,23521.685393258427,8282.380963921958,15996.0,20240.0,35240.0,0.3521168158424472,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
RMBU10,178,37642.69662921348,16559.117772021316,24044.0,32790.0,62062.000000000015,0.4399025376723471,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
RMBU11,179,24765.754189944135,4296.522616130787,20548.0,24340.0,29708.0,0.1734864435453108,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
RMBU12,179,23807.150837988826,5667.68508266128,19232.0,22980.0,29180.000000000007,0.23806650032297913,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
RMBU13,177,26215.254237288136,5718.083363310548,21472.0,25140.0,32948.0,0.2181204619094345,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
RMBU14,178,25815.786516853932,5524.212416645828,20872.0,24740.0,32170.000000000004,0.21398582658093043,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
RMBU15,63,25932.06349206349,4597.3197516737455,22812.0,25140.0,30272.000000000007,0.17728322133256982,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
RMBU16,63,26617.777777777777,7987.027474931125,19844.0,24860.0,38020.0,0.3000636469960767,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
RMBU20,178,30756.516853932586,8974.690036178245,22508.0,28620.0,43030.0,0.29179799776419496,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
RMBU21,178,27789.044943820223,5332.327979558691,21852.0,26850.0,34198.0,0.19188597486307293,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
RMBU22,178,27833.8202247191,5290.659503199738,22420.0,27690.0,33246.0,0.19008024987174146,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
RMBU23,176,30141.153409090908,9677.102782151853,19970.0,26460.0,45110.0,0.32105947144123326,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
RMBU24,157,26664.33121019108,4517.300259356948,22600.0,26220.0,31736.0,0.16941359690395835,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
RMBU25,64,25637.1875,5031.378197617459,20036.0,25450.0,30332.0,0.19625312634693096,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
RMBU26,64,26074.6875,5699.400405319733,21224.0,25510.0,31894.000000000007,0.2185798163571369,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
RMBU50,115,31435.652173913044,16249.518164539837,19996.0,25040.0,56108.000000000015,0.5169136646073639,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
RMBU51,117,26351.53846153846,5117.974851271677,21580.0,25040.0,31760.0,0.19421920502826226,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
RMBU52,111,28934.594594594593,9378.031173854602,21680.0,26220.0,43020.0,0.3241113727443258,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
RMBU53,98,42224.28571428572,9772.676088878845,27008.0,42530.0,51772.0,0.2314468065844027,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
RTAS33,175,25455.2,7549.716356093866,16600.0,23560.0,36020.0,0.296588373145521,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
RTAS34,178,30475.05617977528,7600.853821143078,19932.0,31990.0,38760.0,0.24941229890783176,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
RTAS35,178,20961.29213483146,7315.602783343735,13554.0,18480.0,30506.000000000004,0.3490053349901731,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
RTAS40,176,16943.75,5155.056061770814,12300.0,15580.0,25740.0,0.30424528582933613,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
RTAS41,176,24277.386363636364,6086.655754412867,16160.0,25230.0,31730.0,0.2507129747512567,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
RTAS42,175,20149.257142857143,5760.773716507871,14080.0,18900.0,28856.0,0.28590501752319186,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
RTAS43,21,22562.380952380954,10325.881030092252,13480.0,20880.0,33240.0,0.4576591917265091,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
RTAU10,177,20938.531073446327,4498.2127878236615,16452.0,21120.0,25376.0,0.2148294344070856,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
RTAU11,178,18143.932584269663,4033.4875400256838,12934.0,18230.0,22776.000000000004,0.2223050334480749,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
RTAU12,176,19150.227272727272,4691.950061181747,15220.0,18060.0,24480.0,0.2450075393028766,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
RTAU13,177,23079.54802259887,6829.753075132584,17020.0,21560.0,32212.000000000004,0.2959223061233727,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
RTAU14,173,20084.71098265896,4105.205420425428,15184.0,19940.0,24552.0,0.20439454787125602,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
RTAU15,63,20436.825396825396,4910.23710924656,16116.0,20320.0,25112.0,0.24026418065935543,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
RTAU16,63,19887.93650793651,4495.5326064058945,14964.0,18580.0,25460.0,0.22604318978049334,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
RTAU20,177,22566.32768361582,6488.367612764939,15604.0,21100.0,31464.0,0.28752430185952627,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
RTAU21,177,29024.06779661017,9305.214896395719,18700.0,29500.0,40980.0,0.3206034027209139,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
RTAU22,177,17779.54802259887,4162.520518541978,12724.0,17560.0,23432.0,0.23411846652407395,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
RTAU23,177,20025.93220338983,5641.374485556387,13336.0,19540.0,25740.0,0.2817034647007074,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
RTAU24,67,19771.940298507463,3968.639274783163,14640.0,19540.0,24800.0,0.20072077979533176,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
RTAU26,66,19430.303030303032,3276.702361872126,16510.0,19180.0,23230.0,0.16863876784432338,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
RTAU50,110,17414.19090909091,3211.576064244838,13888.0,17360.0,20920.0,0.18442292731316423,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
RTAU51,108,18389.62962962963,3243.563842997367,15160.0,18100.0,21952.0,0.17638005268857024,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
RTAU52,112,18944.285714285714,6255.423551568978,13054.0,18070.0,26726.00000000002,0.33020107730173326,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
RTAU53,113,29302.300884955752,11982.249893730423,17548.0,26900.0,45779.99999999999,0.4089183965714546,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
RTBS32,21,18719.04761904762,4957.981348050742,15160.0,17940.0,24540.0,0.2648629058994291,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
RTBS33,178,20020.56179775281,6118.7138819858055,12574.0,19270.0,28120.0,0.3056214877383009,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
RTBS34,181,19057.90055248619,6400.347387364545,12840.0,17280.0,27380.0,0.3358369600962993,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
RTBS35,177,15712.813559322034,4879.733158482842,11152.0,14100.0,23244.0,0.3105575675584729,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
RTBS40,176,17478.31818181818,5972.56068470363,11890.0,15250.0,26590.0,0.34171255051968247,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
RTBS41,176,16120.056818181818,3614.092812020204,12200.0,15520.0,20740.0,0.22419851572383215,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
RTBS42,20,17999.0,5395.7974875189475,13758.0,16480.0,26618.0,0.2997831817055918,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
RTBS43,175,24044.8,6580.357992567339,15488.0,24840.0,31435.999999999996,0.27367073099245326,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
RTBU10,177,19738.19209039548,4035.2071462183508,14536.0,19880.0,24536.000000000004,0.20443651210496958,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
RTBU11,175,18606.85714285714,4487.136000944121,12700.0,18500.0,22976.0,0.24115496596192534,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
RTBU12,178,21233.595505617977,6478.79021056571,14048.0,19940.0,29470.000000000004,0.3051197904213422,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
RTBU13,178,21561.29213483146,9151.78146432006,12208.0,19250.0,35256.0,0.4244542213467671,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
RTBU15,65,20677.23076923077,4837.317020987818,15996.0,20240.0,25364.0,0.23394414247124906,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
RTBU16,64,18127.5,5650.618732801927,11382.0,17790.0,26184.0,0.31171527970221635,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
RTBU20,178,21186.629213483146,5829.288110313302,14294.0,20190.0,29460.000000000004,0.2751399503703756,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
RTBU21,178,20121.567415730337,5950.996196190001,14114.0,18650.0,28096.000000000004,0.29575211877071367,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
RTBU22,177,19724.858757062146,5648.4142090084015,14172.0,18240.0,28836.0,0.2863601853162109,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
RTBU23,158,16653.86075949367,3887.8184285476646,12322.0,16490.0,21536.0,0.23344847688433937,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
RTBU26,66,27936.666666666668,4894.7715695371035,21080.0,29130.0,32840.0,0.17520957771878426,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
RTBU50,112,20526.51785714286,5918.1091315868725,14320.0,19750.0,27992.000000000004,0.288315298911134,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
RTBU51,113,21526.548672566372,6296.760755952152,15284.0,20760.0,29268.0,0.2925113938016827,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
RTBU52,108,28120.98148148148,10886.163460014672,16736.0,29450.0,40448.0,0.387118901492949,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
RTBU53,84,27010.833333333332,15607.321977110252,15226.0,19780.0,52810.0,0.5778171219119582,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
RTBU54,28,19430.35714285714,5459.075679557142,14660.0,18040.0,26021.000000000004,0.2809560132848084,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
RWAS33,178,23048.83146067416,5640.681520581691,17175.0,21840.0,31099.4,0.2447274400962931,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
RWAS34,178,29089.76404494382,8392.355581354836,17330.0,28930.0,38651.00000000001,0.288498578688662,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
RWAS35,175,24002.54857142857,7494.9055683810375,14952.0,23890.0,33438.0,0.3122545735540182,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
RWAS40,177,18564.305084745763,5567.054781523654,13258.8,16977.0,26010.200000000008,0.2998795137286387,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
RWAS41,177,23548.29943502825,6479.982705122972,16464.0,22040.0,32012.0,0.27517837213688373,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
RWAS42,171,20018.233918128655,5308.271781819986,14740.0,18380.0,26697.0,0.26517183301633707,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
RWAS43,21,17027.619047619046,6605.8087353191695,12560.0,15780.0,26560.0,0.38794670686756133,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
RWAU10,174,23836.902298850575,4466.538667971008,18482.0,23940.0,27890.000000000007,0.18737915740781413,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
RWAU11,175,20985.66857142857,5113.588995828608,15712.0,20060.0,27127.2,0.24367053060156604,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
RWAU12,176,24923.153409090908,6064.72598125915,19620.0,23420.0,34378.0,0.24333702408006666,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
RWAU13,176,21484.198863636364,4204.107856465948,16110.0,21827.0,26180.0,0.19568371542034643,1.2056,0.9085,1.1037,1.0266,0.8914,0.7688,1.0955
