family,rep,seed,policy,E_cost,E_fuel,E_emission,E_late_min,P_late,P_defer,P_trigger,n_veh,arc_shortfall_share,pct_low,pct_med,pct_high,secs
nyc_manhattan,1,0,fixed_low,38.059,27.009,63.74,0.0,0.0,0.0,0.29,7,0.3009,100.0,0.0,0.0,20.1
nyc_manhattan,1,0,fixed_med,48.961,29.969,70.726,0.0,0.0,0.0,0.29,7,0.538,0.0,100.0,0.0,20.0
nyc_manhattan,1,0,fixed_high,62.565,35.275,83.25,0.0,0.0,0.0,0.305,7,0.7845,0.0,0.0,100.0,20.0
nyc_manhattan,1,0,opt_nofeas,44.771,29.106,68.689,0.0,0.0,0.0,0.295,7,0.439,37.3,62.7,0.0,20.0
nyc_manhattan,1,0,opt_full,44.909,34.679,81.841,0.0,0.0,0.0,0.3,7,0.2761,89.6,10.4,0.0,20.0
nyc_manhattan,1,1,fixed_low,37.853,27.131,64.029,0.0,0.0,0.0,0.29,7,0.2914,100.0,0.0,0.0,20.0
nyc_manhattan,1,1,fixed_med,48.721,30.104,71.045,0.0,0.0,0.0,0.29,7,0.5271,0.0,100.0,0.0,20.0
nyc_manhattan,1,1,fixed_high,62.629,35.159,82.974,0.0,0.0,0.0,0.29,7,0.791,0.0,0.0,100.0,20.0
nyc_manhattan,1,1,opt_nofeas,47.098,29.421,69.433,0.0,0.0,0.0,0.29,7,0.499,14.9,85.1,0.0,20.0
nyc_manhattan,1,1,opt_full,42.402,32.357,76.362,0.0,0.0,0.0,0.32,7,0.2676,97.0,3.0,0.0,20.0
nyc_manhattan,1,2,fixed_low,37.853,27.131,64.029,0.0,0.0,0.0,0.29,7,0.2914,100.0,0.0,0.0,20.0
nyc_manhattan,1,2,fixed_med,48.719,30.022,70.852,0.0,0.0,0.0,0.29,7,0.5295,0.0,100.0,0.0,20.0
nyc_manhattan,1,2,fixed_high,63.834,36.419,85.949,0.0,0.0,0.0,0.305,7,0.787,0.0,0.0,100.0,20.0
nyc_manhattan,1,2,opt_nofeas,44.606,29.069,68.602,0.0,0.0,0.0,0.325,7,0.4322,40.3,59.7,0.0,20.0
nyc_manhattan,1,2,opt_full,42.945,32.455,76.593,0.0,0.0,0.0,0.235,8,0.2897,92.8,7.2,0.0,20.0
nyc_manhattan,1,3,fixed_low,37.9,26.947,63.596,0.0,0.0,0.0,0.29,7,0.298,100.0,0.0,0.0,20.0
nyc_manhattan,1,3,fixed_med,48.687,29.817,70.368,0.0,0.0,0.0,0.29,7,0.5343,0.0,100.0,0.0,20.0
nyc_manhattan,1,3,fixed_high,62.507,34.982,82.557,0.0,0.0,0.0,0.29,7,0.7927,0.0,0.0,100.0,20.0
nyc_manhattan,1,3,opt_nofeas,46.874,29.326,69.21,0.0,0.0,0.0,0.29,7,0.4949,17.9,82.1,0.0,20.0
nyc_manhattan,1,3,opt_full,44.466,34.661,81.8,0.0,0.0,0.0,0.295,7,0.261,92.8,7.2,0.0,20.0
nyc_manhattan,1,4,fixed_low,39.093,28.193,66.534,0.0,0.0,0.0,0.305,7,0.294,100.0,0.0,0.0,20.0
nyc_manhattan,1,4,fixed_med,50.1,31.253,73.756,0.0,0.0,0.0,0.305,7,0.5313,0.0,100.0,0.0,20.0
nyc_manhattan,1,4,fixed_high,64.136,36.533,86.218,0.0,0.0,0.0,0.305,7,0.7926,0.0,0.0,100.0,20.0
nyc_manhattan,1,4,opt_nofeas,47.096,30.489,71.953,0.0,0.0,0.0,0.305,7,0.4644,29.9,70.1,0.0,20.0
nyc_manhattan,1,4,opt_full,43.693,33.48,79.014,0.0,0.0,0.0,0.28,7,0.2786,91.0,9.0,0.0,20.0
nyc_manhattan,2,0,fixed_low,39.734,27.557,65.033,0.0,0.0,0.0,0.405,7,0.3208,100.0,0.0,0.0,20.0
nyc_manhattan,2,0,fixed_med,51.189,30.481,71.936,0.0,0.0,0.0,0.405,7,0.5754,0.0,100.0,0.0,20.0
nyc_manhattan,2,0,fixed_high,64.719,35.746,84.361,0.0,0.0,0.0,0.405,7,0.8222,0.0,0.0,100.0,20.0
nyc_manhattan,2,0,opt_nofeas,48.335,29.827,70.393,0.0,0.0,0.0,0.34,7,0.514,26.9,73.1,0.0,20.0
nyc_manhattan,2,0,opt_full,44.123,31.373,74.04,0.0,0.0,0.0,0.35,7,0.3454,80.6,19.4,0.0,20.0
nyc_manhattan,2,1,fixed_low,39.8,27.695,65.36,0.0,0.0,0.0,0.34,7,0.3225,100.0,0.0,0.0,20.0
nyc_manhattan,2,1,fixed_med,50.537,30.557,72.114,0.0,0.0,0.0,0.31,7,0.5645,0.0,100.0,0.0,20.0
nyc_manhattan,2,1,fixed_high,64.944,36.054,85.088,0.0,0.0,0.0,0.34,7,0.8239,0.0,0.0,100.0,20.0
nyc_manhattan,2,1,opt_nofeas,50.061,29.923,70.619,0.0,0.0,0.0,0.36,7,0.5614,9.0,91.0,0.0,20.0
nyc_manhattan,2,1,opt_full,45.289,32.217,76.032,0.0,0.0,0.0,0.385,7,0.3565,77.6,22.4,0.0,20.0
nyc_manhattan,2,2,fixed_low,39.802,28.079,66.267,0.0,0.0,0.0,0.285,7,0.3213,100.0,0.0,0.0,20.0
nyc_manhattan,2,2,fixed_med,51.501,30.879,72.873,0.0,0.0,0.0,0.3,7,0.5854,0.0,100.0,0.0,20.0
nyc_manhattan,2,2,fixed_high,64.839,35.801,84.491,0.0,0.0,0.0,0.36,7,0.8271,0.0,0.0,100.0,20.0
nyc_manhattan,2,2,opt_nofeas,48.315,29.965,70.718,0.0,0.0,0.0,0.34,7,0.5093,28.4,71.6,0.0,20.0
nyc_manhattan,2,2,opt_full,44.731,33.778,79.716,0.0,0.0,0.0,0.255,8,0.3015,87.0,13.0,0.0,20.0
nyc_manhattan,2,3,fixed_low,39.88,27.712,65.401,0.0,0.0,0.0,0.34,7,0.3247,100.0,0.0,0.0,20.0
nyc_manhattan,2,3,fixed_med,51.375,30.635,72.3,0.0,0.0,0.0,0.34,7,0.5806,0.0,100.0,0.0,20.0
nyc_manhattan,2,3,fixed_high,64.905,35.897,84.717,0.0,0.0,0.0,0.34,7,0.8274,0.0,0.0,100.0,20.0
nyc_manhattan,2,3,opt_nofeas,47.965,29.363,69.297,0.0,0.0,0.0,0.33,7,0.5216,17.9,82.1,0.0,20.0
nyc_manhattan,2,3,opt_full,45.286,33.668,79.457,0.0,0.0,0.0,0.355,7,0.3169,91.3,8.7,0.0,20.0
nyc_manhattan,2,4,fixed_low,39.538,27.595,65.125,0.0,0.0,0.0,0.34,7,0.318,100.0,0.0,0.0,20.0
nyc_manhattan,2,4,fixed_med,50.9,30.507,71.998,0.0,0.0,0.0,0.34,7,0.5702,0.0,100.0,0.0,20.0
nyc_manhattan,2,4,fixed_high,64.544,35.749,84.368,0.0,0.0,0.0,0.34,7,0.821,0.0,0.0,100.0,20.0
nyc_manhattan,2,4,opt_nofeas,48.286,30.206,71.287,0.0,0.0,0.0,0.34,7,0.5012,28.4,71.6,0.0,20.0
nyc_manhattan,2,4,opt_full,45.832,34.342,81.048,0.0,0.0,0.0,0.28,8,0.3188,89.7,10.3,0.0,20.0
peshawar_real,1,0,fixed_low,100.863,89.373,210.921,0.0,0.0,0.06,0.2,27,0.1088,100.0,0.0,0.0,20.0
peshawar_real,1,0,fixed_med,127.386,99.366,234.503,0.0,0.0,0.085,0.21,27,0.3388,0.0,100.0,0.0,20.0
peshawar_real,1,0,fixed_high,163.853,114.653,270.582,0.0,0.0,0.065,0.205,27,0.6593,0.0,0.0,100.0,20.0
peshawar_real,1,0,opt_nofeas,102.857,88.204,208.162,0.0,0.0,0.085,0.155,28,0.1411,86.2,13.8,0.0,20.0
peshawar_real,1,0,opt_full,103.669,91.417,215.744,0.0,0.0,0.06,0.175,27,0.1212,94.9,5.1,0.0,20.0
peshawar_real,1,1,fixed_low,96.248,86.323,203.722,0.0,0.0,0.04,0.18,27,0.1088,100.0,0.0,0.0,20.0
peshawar_real,1,1,fixed_med,126.21,99.668,235.216,0.0,0.0,0.05,0.185,27,0.34,0.0,100.0,0.0,20.0
peshawar_real,1,1,fixed_high,162.185,114.235,269.595,0.0,0.0,0.05,0.155,27,0.6578,0.0,0.0,100.0,20.0
peshawar_real,1,1,opt_nofeas,104.359,90.059,212.538,0.0,0.0,0.03,0.145,27,0.181,68.6,31.4,0.0,20.0
peshawar_real,1,1,opt_full,100.035,87.973,207.616,0.0,0.0,0.07,0.195,27,0.1105,97.8,2.2,0.0,20.0
peshawar_real,1,2,fixed_low,96.924,87.497,206.492,0.0,0.0,0.03,0.175,27,0.1089,100.0,0.0,0.0,20.0
peshawar_real,1,2,fixed_med,122.752,97.757,230.707,0.0,0.0,0.02,0.17,27,0.3439,0.0,100.0,0.0,20.0
peshawar_real,1,2,fixed_high,165.292,115.634,272.897,0.0,0.0,0.07,0.215,27,0.6617,0.0,0.0,100.0,20.0
peshawar_real,1,2,opt_nofeas,101.771,90.411,213.371,0.0,0.0,0.025,0.11,27,0.14,86.1,13.9,0.0,20.0
peshawar_real,1,2,opt_full,99.882,88.857,209.704,0.0,0.0,0.025,0.185,27,0.1322,89.1,10.9,0.0,20.0
peshawar_real,1,3,fixed_low,96.541,87.418,206.307,0.0,0.0,0.025,0.175,27,0.1081,100.0,0.0,0.0,20.0
peshawar_real,1,3,fixed_med,122.156,95.296,224.9,0.0,0.0,0.045,0.185,27,0.3448,0.0,100.0,0.0,20.0
peshawar_real,1,3,fixed_high,160.427,112.357,265.162,0.0,0.0,0.035,0.185,27,0.6618,0.0,0.0,100.0,20.0
peshawar_real,1,3,opt_nofeas,100.601,88.139,208.008,0.0,0.0,0.04,0.205,27,0.1374,87.6,12.4,0.0,20.0
peshawar_real,1,3,opt_full,103.195,91.877,216.83,0.0,0.0,0.04,0.18,27,0.1249,94.2,5.8,0.0,20.0
peshawar_real,1,4,fixed_low,99.916,86.911,205.11,0.0,0.0,0.09,0.19,27,0.1094,100.0,0.0,0.0,20.0
peshawar_real,1,4,fixed_med,127.156,97.076,229.098,0.0,0.0,0.105,0.205,27,0.3432,0.0,100.0,0.0,20.0
peshawar_real,1,4,fixed_high,165.624,116.362,274.614,0.0,0.0,0.06,0.195,27,0.664,0.0,0.0,100.0,20.0
peshawar_real,1,4,opt_nofeas,106.735,93.322,220.24,0.0,0.0,0.03,0.155,27,0.1681,73.7,26.3,0.0,20.0
peshawar_real,1,4,opt_full,105.161,93.501,220.663,0.0,0.0,0.065,0.185,27,0.1117,99.3,0.7,0.0,20.0
peshawar_real,2,0,fixed_low,100.975,90.39,213.321,0.0,0.0,0.035,0.115,27,0.1242,100.0,0.0,0.0,20.0
peshawar_real,2,0,fixed_med,128.448,100.021,236.048,0.0,0.0,0.04,0.11,27,0.3778,0.0,100.0,0.0,20.0
peshawar_real,2,0,fixed_high,168.097,114.874,271.103,0.0,0.0,0.08,0.12,27,0.7031,0.0,0.0,100.0,20.0
peshawar_real,2,0,opt_nofeas,105.866,91.784,216.609,0.0,0.0,0.025,0.1,27,0.1837,77.4,22.6,0.0,20.0
peshawar_real,2,0,opt_full,101.575,88.857,209.704,0.0,0.0,0.06,0.125,27,0.1369,94.9,5.1,0.0,20.0
peshawar_real,2,1,fixed_low,96.334,86.379,203.855,0.0,0.0,0.02,0.105,27,0.1266,100.0,0.0,0.0,20.0
peshawar_real,2,1,fixed_med,124.33,94.975,224.141,0.0,0.0,0.06,0.135,27,0.3793,0.0,100.0,0.0,20.0
peshawar_real,2,1,fixed_high,162.074,113.114,266.949,0.0,0.0,0.015,0.105,27,0.6997,0.0,0.0,100.0,20.0
peshawar_real,2,1,opt_nofeas,106.048,90.246,212.98,0.0,0.0,0.06,0.135,27,0.1816,77.4,22.6,0.0,20.0
peshawar_real,2,1,opt_full,101.81,88.452,208.747,0.0,0.0,0.065,0.115,27,0.1398,94.2,5.8,0.0,20.0
peshawar_real,2,2,fixed_low,98.628,85.718,202.293,0.0,0.0,0.075,0.16,27,0.1269,100.0,0.0,0.0,20.0
nyc_manhattan,3,0,fixed_low,38.704,27.617,65.175,0.0,0.0,0.0,0.365,7,0.296,100.0,0.0,0.0,20.1
nyc_manhattan,3,0,fixed_med,49.726,30.398,71.74,0.0,0.0,0.0,0.365,7,0.542,0.0,100.0,0.0,20.0
nyc_manhattan,3,0,fixed_high,63.585,35.635,84.099,0.0,0.0,0.0,0.365,7,0.7994,0.0,0.0,100.0,20.0
nyc_manhattan,3,0,opt_nofeas,46.739,29.664,70.007,0.0,0.0,0.0,0.365,7,0.4748,25.4,74.6,0.0,20.0
nyc_manhattan,3,0,opt_full,42.866,33.091,78.094,0.0,0.0,0.0,0.16,8,0.2749,94.3,5.7,0.0,20.0
nyc_manhattan,3,1,fixed_low,38.518,27.51,64.924,0.0,0.0,0.0,0.355,7,0.2951,100.0,0.0,0.0,20.0
nyc_manhattan,3,1,fixed_med,49.671,30.431,71.818,0.0,0.0,0.0,0.355,7,0.5409,0.0,100.0,0.0,20.0
nyc_manhattan,3,1,fixed_high,64.056,36.286,85.635,0.0,0.0,0.0,0.415,7,0.7907,0.0,0.0,100.0,20.0
nyc_manhattan,3,1,opt_nofeas,48.951,30.291,71.486,0.0,0.0,0.0,0.365,7,0.5221,6.0,94.0,0.0,20.0
nyc_manhattan,3,1,opt_full,46.847,35.447,83.654,0.0,0.0,0.0,0.355,7,0.3075,89.6,10.4,0.0,20.0
nyc_manhattan,3,2,fixed_low,38.566,27.634,65.216,0.0,0.0,0.0,0.365,7,0.2914,100.0,0.0,0.0,20.0
nyc_manhattan,3,2,fixed_med,49.598,30.558,72.117,0.0,0.0,0.0,0.365,7,0.5334,0.0,100.0,0.0,20.0
nyc_manhattan,3,2,fixed_high,63.397,35.54,83.874,0.0,0.0,0.0,0.365,7,0.7966,0.0,0.0,100.0,20.0
nyc_manhattan,3,2,opt_nofeas,48.349,30.002,70.804,0.0,0.0,0.0,0.365,7,0.5128,13.4,86.6,0.0,20.0
nyc_manhattan,3,2,opt_full,43.869,30.491,71.96,0.0,0.0,0.0,0.375,7,0.3632,64.2,35.8,0.0,20.0
nyc_manhattan,3,3,fixed_low,38.655,27.503,64.906,0.0,0.0,0.0,0.365,7,0.298,100.0,0.0,0.0,20.0
nyc_manhattan,3,3,fixed_med,49.715,30.412,71.773,0.0,0.0,0.0,0.365,7,0.5413,0.0,100.0,0.0,20.0
nyc_manhattan,3,3,fixed_high,63.549,35.649,84.132,0.0,0.0,0.0,0.365,7,0.7979,0.0,0.0,100.0,20.0
nyc_manhattan,3,3,opt_nofeas,48.901,30.161,71.181,0.0,0.0,0.0,0.365,7,0.5245,7.5,92.5,0.0,20.0
nyc_manhattan,3,3,opt_full,42.128,30.146,71.144,0.0,0.0,0.0,0.35,7,0.3234,88.1,11.9,0.0,20.0
nyc_manhattan,3,4,fixed_low,38.655,27.503,64.906,0.0,0.0,0.0,0.365,7,0.298,100.0,0.0,0.0,20.0
nyc_manhattan,3,4,fixed_med,49.715,30.412,71.773,0.0,0.0,0.0,0.365,7,0.5413,0.0,100.0,0.0,20.0
nyc_manhattan,3,4,fixed_high,63.549,35.649,84.132,0.0,0.0,0.0,0.365,7,0.7979,0.0,0.0,100.0,20.0
nyc_manhattan,3,4,opt_nofeas,45.491,29.436,69.468,0.0,0.0,0.0,0.365,7,0.4443,37.3,62.7,0.0,20.0
nyc_manhattan,3,4,opt_full,44.881,31.444,74.207,0.0,0.0,0.0,0.365,7,0.365,68.7,31.3,0.0,20.0
nyc_manhattan,4,0,fixed_low,40.035,29.675,70.034,0.0,0.0,0.0,0.33,7,0.2815,100.0,0.0,0.0,20.0
nyc_manhattan,4,0,fixed_med,51.131,32.648,77.05,0.0,0.0,0.0,0.33,7,0.524,0.0,100.0,0.0,20.0
nyc_manhattan,4,0,fixed_high,65.472,36.99,87.296,0.0,0.0,0.0,0.5,7,0.7956,0.0,0.0,100.0,20.0
nyc_manhattan,4,0,opt_nofeas,48.751,31.334,73.947,0.0,0.0,0.0,0.415,7,0.4763,26.9,73.1,0.0,20.0
nyc_manhattan,4,0,opt_full,45.194,34.927,82.427,0.0,0.0,0.0,0.145,8,0.2926,88.4,11.6,0.0,20.0
nyc_manhattan,4,1,fixed_low,40.208,29.073,68.613,0.0,0.0,0.0,0.415,7,0.2888,100.0,0.0,0.0,20.0
nyc_manhattan,4,1,fixed_med,50.873,31.713,74.844,0.0,0.0,0.0,0.415,7,0.5263,0.0,100.0,0.0,20.0
nyc_manhattan,4,1,fixed_high,65.319,37.267,87.949,0.0,0.0,0.0,0.425,7,0.7893,0.0,0.0,100.0,20.0
nyc_manhattan,4,1,opt_nofeas,49.757,32.077,75.701,0.0,0.0,0.0,0.395,7,0.4875,19.4,80.6,0.0,20.0
nyc_manhattan,4,1,opt_full,47.953,37.441,88.361,0.0,0.0,0.0,0.42,7,0.2762,88.1,11.9,0.0,20.0
nyc_manhattan,4,2,fixed_low,40.515,29.162,68.823,0.0,0.0,0.0,0.405,7,0.2962,100.0,0.0,0.0,20.0
nyc_manhattan,4,2,fixed_med,51.511,32.166,75.912,0.0,0.0,0.0,0.405,7,0.5348,0.0,100.0,0.0,20.0
nyc_manhattan,4,2,fixed_high,65.728,37.636,88.82,0.0,0.0,0.0,0.405,7,0.7959,0.0,0.0,100.0,20.0
nyc_manhattan,4,2,opt_nofeas,47.483,31.038,73.251,0.0,0.0,0.0,0.39,7,0.4536,34.3,65.7,0.0,20.0
nyc_manhattan,4,2,opt_full,43.772,33.817,79.808,0.0,0.0,0.0,0.355,7,0.2649,98.5,1.5,0.0,20.0
nyc_manhattan,4,3,fixed_low,40.444,28.957,68.338,0.0,0.0,0.0,0.42,7,0.2984,100.0,0.0,0.0,20.0
nyc_manhattan,4,3,fixed_med,50.785,31.385,74.07,0.0,0.0,0.0,0.42,7,0.5337,0.0,100.0,0.0,20.0
nyc_manhattan,4,3,fixed_high,64.52,36.187,85.402,0.0,0.0,0.0,0.425,7,0.7977,0.0,0.0,100.0,20.0
nyc_manhattan,4,3,opt_nofeas,49.159,31.434,74.183,0.0,0.0,0.0,0.405,7,0.4894,22.4,77.6,0.0,20.0
